"envelope_ID","date","site_name","species","project_2025","project","age_class","burn_year_original","calluna_NiN_type","plant_nr","leaf_nr","leaf_age","sample","collection_time","paired_with","calluna_shoot_type","bulk_nr_leaves","wet_mass","leaf_thickness_1","leaf_thickness_2","leaf_thickness_3","stem_diameter_base","stem_diameter_mid","stem_diameter_tip","scanned","dry_mass","remark","calluna_NIN_type","unique_plantID","latitude_N","longitude_E","source_file","bulk_nr_leaf_area","leaf_area_sum","colltime","height_cm","bulk_nr_wet_mass","bulk_nr_thickness","bulk_nr_dry_mass","leaf_area","SLA","LDMC"
"AJN0655",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","4",4,"young","Bulk",11:45:00,"Hyd Trait",NA,5,0.00332,0.378,0.364,0.452,NA,NA,NA,"yes",0.00133,NA,"TH","Pioneer_TH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,11:45:00,16,5,5,5,0.082,61.6541353383459,0.400602409638554
"AJO0381",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","4",5,"young","Bulk",11:45:00,"Hyd Trait",NA,5,0.0036,0.432,0.465,0.407,NA,NA,NA,"yes",0.0014,NA,"TH","Pioneer_TH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.5,11:45:00,16,5,5,5,0.1,71.4285714285714,0.388888888888889
"AIV0376",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","5",1,"young","Bulk",11:49:00,"Hyd Trait",NA,5,0.0042,0.477,0.431,0.524,NA,NA,NA,"yes",0.00122,"4 leaves at scanning","TH","Pioneer_TH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.36,11:49:00,17,5,5,5,0.072,59.0163934426229,0.29047619047619
"AIU7712",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","5",2,"young","Bulk",11:49:00,"Hyd Trait",NA,5,0.0045,0.413,0.393,0.343,NA,NA,NA,"yes",0.0016,NA,"TH","Pioneer_TH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.53,11:49:00,17,5,5,5,0.106,66.25,0.355555555555556
"AIT9753",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","5",3,"young","Bulk",11:49:00,"Hyd Trait",NA,5,0.00448,0.513,0.459,0.421,NA,NA,NA,"no",0.00171,NA,"TH","Pioneer_TH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,11:49:00,17,5,5,5,0.098,57.3099415204678,0.381696428571429
"AIS0494",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","5",4,"young","Bulk",11:49:00,"Hyd Trait",NA,5,0.00451,0.433,0.44,0.386,NA,NA,NA,"yes",0.00179,NA,"TH","Pioneer_TH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.5,11:49:00,17,5,5,5,0.1,55.8659217877095,0.39689578713969
"AIR3675",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","5",5,"young","Bulk",11:49:00,"Hyd Trait",NA,5,0.00455,0.556,0.543,0.508,NA,NA,NA,"yes",0.00174,NA,"TH","Pioneer_TH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.48,11:49:00,17,5,5,5,0.096,55.1724137931035,0.382417582417582
"AJF9503",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","6",1,"young","Bulk",11:54:00,"Hyd Trait",NA,5,0.00404,0.59,0.532,0.365,NA,NA,NA,"yes",0.00124,NA,"TH","Pioneer_TH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.36,11:54:00,12,5,5,5,0.072,58.0645161290323,0.306930693069307
"AJE6341",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","6",2,"young","Bulk",11:54:00,"Hyd Trait",NA,5,0.00372,0.526,0.465,0.373,NA,NA,NA,"yes",0.00129,NA,"TH","Pioneer_TH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.34,11:54:00,12,5,5,5,0.068,52.7131782945737,0.346774193548387
"AJD0350",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","6",3,"young","Bulk",11:54:00,"Hyd Trait",NA,5,0.00396,0.496,0.56,0.459,NA,NA,NA,"yes",0.00126,NA,"TH","Pioneer_TH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.33,11:54:00,12,5,5,5,0.066,52.3809523809524,0.318181818181818
"AJC7158",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","6",4,"young","Bulk",11:54:00,"Hyd Trait",NA,5,0.00344,0.497,0.42,0.525,NA,NA,NA,"yes",0.00116,NA,"TH","Pioneer_TH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.34,11:54:00,12,5,5,5,0.068,58.6206896551724,0.337209302325581
"AJB6718",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","6",5,"young","Bulk",11:54:00,"Hyd Trait",NA,5,0.00321,0.321,0.387,0.446,NA,NA,NA,"yes",0.0011,NA,"TH","Pioneer_TH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.28,11:54:00,12,5,5,5,0.056,50.9090909090909,0.342679127725857
"AIB1033",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","7",1,"young","Bulk",11:58:00,"Hyd Trait",NA,5,0.00459,0.5,0.474,0.476,NA,NA,NA,"no",0.00203,NA,"TH","Pioneer_TH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.52,11:58:00,18,5,5,5,0.104,51.2315270935961,0.442265795206972
"AIA1602",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","7",2,"young","Bulk",11:58:00,"Hyd Trait",NA,5,0.00435,0.541,0.437,0.399,NA,NA,NA,"yes",0.00199,NA,"TH","Pioneer_TH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.48,11:58:00,18,5,5,5,0.096,48.2412060301508,0.457471264367816
"AHZ8128",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","7",3,"young","Bulk",11:58:00,"Hyd Trait",NA,5,0.0042,0.494,0.382,0.425,NA,NA,NA,"yes",0.00166,NA,"TH","Pioneer_TH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,11:58:00,18,5,5,5,0.082,49.3975903614458,0.395238095238095
"AHY0313",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","7",4,"young","Bulk",11:58:00,"Hyd Trait",NA,5,0.00383,0.484,0.522,0.488,NA,NA,NA,"yes",0.00171,NA,"TH","Pioneer_TH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,11:58:00,18,5,5,5,0.088,51.4619883040936,0.446475195822454
"AHX5520",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","7",5,"young","Bulk",11:58:00,"Hyd Trait",NA,5,0.0031,0.352,0.487,0.323,NA,NA,NA,"yes",0.00144,NA,"TH","Pioneer_TH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.33,11:58:00,18,5,5,5,0.066,45.8333333333333,0.464516129032258
