"envelope_ID","date","site_name","species","project_2025","project","age_class","burn_year_original","calluna_NiN_type","plant_nr","leaf_nr","leaf_age","sample","collection_time","paired_with","calluna_shoot_type","bulk_nr_leaves","wet_mass","leaf_thickness_1","leaf_thickness_2","leaf_thickness_3","stem_diameter_base","stem_diameter_mid","stem_diameter_tip","scanned","dry_mass","remark","calluna_NIN_type","unique_plantID","latitude_N","longitude_E","source_file","bulk_nr_leaf_area","leaf_area_sum","colltime","height_cm","bulk_nr_wet_mass","bulk_nr_thickness","bulk_nr_dry_mass","leaf_area","SLA","LDMC"
"AHB5756",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",2,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.003,0.431,0.422,0.393,NA,NA,NA,"yes",0.00108,"check scans/ barcodes?? mature/ building; check for envelopes sharing plant (ahg5829), age_class and nin identities; _a","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.37,13:14:00,41,5,5,5,0.074,68.5185185185185,0.36
"AHA3180",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",3,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.0026,0.484,0.372,0.341,NA,NA,NA,"yes",0.00122,"check scans/ barcodes?? mature/ building; check for envelopes sharing plant (ahf6581), age_class and nin identities; _a","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.35,13:14:00,41,5,5,5,0.07,57.3770491803279,0.469230769230769
"AGZ5517",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",4,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.00378,0.426,0.411,0.381,NA,NA,NA,"yes",0.00122,"* symbol behind wet mass; check scans/ barcodes?? mature/ building; check for envelopes sharing plant (ahe9321), age_class and nin identities; _a","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.38,13:14:00,41,5,5,5,0.076,62.2950819672131,0.322751322751323
"AGY2777",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",5,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.00284,0.339,0.441,0.39,NA,NA,NA,"yes",0.00108,"* symbol behind wet mass; check scans/ barcodes?? mature/ building; check for envelopes sharing plant (ahd2890), age_class and nin identities; _a","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.32,13:14:00,41,5,5,5,0.064,59.2592592592593,0.380281690140845
"AHH4009",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",1,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.00392,0.561,0.463,0.444,NA,NA,NA,"yes",0.00166,"check scans/ barcodes?? mature/ not; check for envelopes sharing plant (ahc6643), age_class and nin identities;  _b; * symbol behind wet mass;","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.49,13:14:00,41,5,5,5,0.098,59.0361445783133,0.423469387755102
"AHG5829",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",2,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.00457,0.543,0.4,0.44,NA,NA,NA,"yes",0.00178,"check scans/ barcodes?? mature/ not; check for envelopes sharing plant (ahb5756), age_class and nin identities;  _b;  * symbol behind wet mass;","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.44,13:14:00,41,5,5,5,0.088,49.438202247191,0.389496717724289
"AHF6581",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",3,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.00446,0.497,0.396,0.308,NA,NA,NA,"yes",0.00153,"check scans/ barcodes?? mature/ not; check for envelopes sharing plant (aha3180), age_class and nin identities;  _b; * symbol behind wet mass;","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.44,13:14:00,41,5,5,5,0.088,57.516339869281,0.34304932735426
"AHE9321",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",4,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.00509,0.556,0.38,0.345,NA,NA,NA,"yes",0.00162,"check scans/ barcodes?? mature/ not; check for envelopes sharing plant (agz5517), age_class and nin identities;  _b; * symbol behind wet mass;","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.44,13:14:00,41,5,5,5,0.088,54.320987654321,0.318271119842829
"AHD2890",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","5",5,"young","Bulk",13:14:00,"Hyd Trait",NA,5,0.00434,0.456,0.372,0.363,NA,NA,NA,"yes",0.00149,"check scans/ barcodes?? mature/ not; check for envelopes sharing plant (agy2777), age_class and nin identities;  _b; * symbol behind wet mass;","BH","Building_BH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.45,13:14:00,41,5,5,5,0.09,60.4026845637584,0.34331797235023
"AET9658",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","6",1,"young","Bulk",13:17:00,"Hyd Trait",NA,5,0.00393,0.26,0.271,0.237,NA,NA,NA,"yes",0.00149,NA,"BH","Building_BH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.42,13:17:00,26,5,5,5,0.084,56.3758389261745,0.379134860050891
"AEU1941",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","6",2,"young","Bulk",13:17:00,"Hyd Trait",NA,5,0.00418,0.372,0.343,0.263,NA,NA,NA,"yes",0.00169,NA,"BH","Building_BH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.45,13:17:00,26,5,5,5,0.09,53.2544378698225,0.404306220095694
"AEV2517",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","6",3,"young","Bulk",13:17:00,"Hyd Trait",NA,5,0.00465,0.483,0.381,0.093,NA,NA,NA,"yes",0.0018,NA,"BH","Building_BH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.43,13:17:00,26,5,5,5,0.086,47.7777777777778,0.387096774193548
"AEW5970",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","6",4,"young","Bulk",13:17:00,"Hyd Trait",NA,5,0.00484,0.393,0.486,0.454,NA,NA,NA,"yes",0.00203,NA,"BH","Building_BH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.51,13:17:00,26,5,5,5,0.102,50.2463054187192,0.419421487603306
"AEX5691",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","6",5,"young","Bulk",13:17:00,"Hyd Trait",NA,5,0.00529,0.363,0.393,0.445,NA,NA,NA,"yes",0.0019,NA,"BH","Building_BH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.49,13:17:00,26,5,5,5,0.098,51.5789473684211,0.359168241965974
"AGC4394",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","7",1,"young","Bulk",13:21:00,"Hyd Trait",NA,5,0.00277,0.311,0.249,0.237,NA,NA,NA,"yes",0.00097,NA,"BH","Building_BH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.34,13:21:00,31,5,5,5,0.068,70.1030927835052,0.350180505415162
"AGF5945",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","7",2,"young","Bulk",13:21:00,"Hyd Trait",NA,5,0.00373,0.302,0.275,0.309,NA,NA,NA,"yes",0.00122,NA,"BH","Building_BH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.48,13:21:00,31,5,5,5,0.096,78.6885245901639,0.327077747989276
"AGG6182",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","7",3,"young","Bulk",13:21:00,"Hyd Trait",NA,5,0.00349,0.297,0.268,0.258,NA,NA,NA,"yes",0.00117,NA,"BH","Building_BH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.36,13:21:00,31,5,5,5,0.072,61.5384615384615,0.335243553008596
"AGE2285",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","7",4,"young","Bulk",13:21:00,"Hyd Trait",NA,5,0.00311,0.391,0.391,0.294,NA,NA,NA,"yes",0.00124,NA,"BH","Building_BH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.33,13:21:00,31,5,5,5,0.066,53.2258064516129,0.398713826366559
"AGD4581",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","BH","7",5,"young","Bulk",13:21:00,"Hyd Trait",NA,5,0.0031,0.315,0.36,0.468,NA,NA,NA,"yes",0.00121,NA,"BH","Building_BH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.39,13:21:00,31,5,5,5,0.078,64.4628099173554,0.390322580645161
"AKJ7252",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","1",1,"young","Bulk",12:08:00,"Hyd Trait",NA,5,0.00419,0.46,0.445,0.433,8.72,NA,NA,"yes",0.00178,NA,"FH","Building_FH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,12:08:00,28,5,5,5,0.092,51.685393258427,0.424821002386635
"AKI2681",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","1",2,"young","Bulk",12:08:00,"Hyd Trait",NA,5,0.0042,0.405,0.374,0.389,8.72,NA,NA,"yes",0.00187,NA,"FH","Building_FH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.5,12:08:00,28,5,5,5,0.1,53.475935828877,0.445238095238095
"AKH1573",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","1",3,"young","Bulk",12:08:00,"Hyd Trait",NA,5,0.00346,0.388,0.368,0.431,8.72,NA,NA,"yes",0.0014,NA,"FH","Building_FH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.37,12:08:00,28,5,5,5,0.074,52.8571428571429,0.404624277456647
"AKG1532",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","1",4,"young","Bulk",12:08:00,"Hyd Trait",NA,5,0.00484,0.476,0.457,0.348,8.72,NA,NA,"yes",0.00174,NA,"FH","Building_FH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,12:08:00,28,5,5,5,0.088,50.5747126436782,0.359504132231405
"AKF3745",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","1",5,"young","Bulk",12:08:00,"Hyd Trait",NA,5,0.00344,0.334,0.378,0.318,8.72,NA,NA,"yes",0.00146,NA,"FH","Building_FH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.42,12:08:00,28,5,5,5,0.084,57.5342465753425,0.424418604651163
"AKO7972",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","2",1,"young","Bulk",12:12:00,"Hyd Trait",NA,5,0.00443,0.408,0.387,0.37,9.5,NA,NA,"yes",0.00185,NA,"FH","Building_FH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.52,12:12:00,28,5,5,5,0.104,56.2162162162162,0.417607223476298
"AKN5176",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","2",2,"young","Bulk",12:12:00,"Hyd Trait",NA,4,0.00302,0.272,0.283,0.331,9.5,NA,NA,"yes",0.00128,NA,"FH","Building_FH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",4,0.28,12:12:00,28,4,4,4,0.07,54.6875,0.423841059602649
"AKM2704",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","2",3,"young","Bulk",12:12:00,"Hyd Trait",NA,5,0.0047,0.421,0.319,0.398,9.5,NA,NA,"yes",0.00204,NA,"FH","Building_FH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.71,12:12:00,28,5,5,5,0.142,69.6078431372549,0.434042553191489
"AKL8167",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","2",4,"young","Bulk",12:12:00,"Hyd Trait",NA,5,NA,0.32,0.447,0.449,9.5,NA,NA,"yes",0.0015,"no wet mass on envelope","FH","Building_FH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,12:12:00,28,5,5,5,0.092,61.3333333333333,NA
"AKK6283",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","2",5,"young","Bulk",12:12:00,"Hyd Trait",NA,5,0.00424,0.382,0.373,0.438,9.5,NA,NA,"yes",0.00168,NA,"FH","Building_FH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,12:12:00,28,5,5,5,0.092,54.7619047619048,0.39622641509434
"AKA3451",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","3",1,"young","Bulk",12:14:00,"Hyd Trait",NA,5,0.00406,0.434,0.432,0.378,13.06,NA,NA,"yes",0.00175,NA,"FH","Building_FH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,12:14:00,31,5,5,5,0.092,52.5714285714286,0.431034482758621
"AKB8707",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","3",2,"young","Bulk",12:14:00,"Hyd Trait",NA,5,0.00432,0.392,0.4,0.439,13.06,NA,NA,"yes",0.00183,NA,"FH","Building_FH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.42,12:14:00,31,5,5,5,0.084,45.9016393442623,0.423611111111111
"AKC8290",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","3",3,"young","Bulk",12:14:00,"Hyd Trait",NA,5,0.00376,0.396,0.956,0.383,13.06,NA,NA,"yes",0.00163,NA,"FH","Building_FH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,12:14:00,31,5,5,5,0.082,50.3067484662577,0.433510638297872
"AKD5015",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","3",4,"young","Bulk",12:14:00,"Hyd Trait",NA,5,0.00434,0.429,0.549,0.545,13.06,NA,NA,"yes",0.00188,NA,"FH","Building_FH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.5,12:14:00,31,5,5,5,0.1,53.1914893617021,0.433179723502304
"AKE4097",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","3",5,"young","Bulk",12:14:00,"Hyd Trait",NA,5,0.00355,0.449,0.522,0.384,13.06,NA,NA,"yes",0.00179,NA,"FH","Building_FH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,12:14:00,31,5,5,5,0.088,49.1620111731844,0.504225352112676
"ALT0799",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","4",1,"young","Bulk",12:17:00,"Hyd Trait",NA,5,0.00345,0.378,0.329,0.309,NA,NA,NA,"yes",0.0015,NA,"FH","Building_FH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.45,12:17:00,24,5,5,5,0.09,60,0.434782608695652
"ALU2006",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","4",2,"young","Bulk",12:17:00,"Hyd Trait",NA,5,0.00312,0.262,0.379,0.303,NA,NA,NA,"yes",0.00142,NA,"FH","Building_FH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,12:17:00,24,5,5,5,0.098,69.0140845070423,0.455128205128205
"ALV1555",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","4",3,"young","Bulk",12:17:00,"Hyd Trait",NA,5,0.00305,0.306,0.298,0.311,NA,NA,NA,"yes",0.00136,NA,"FH","Building_FH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.42,12:17:00,24,5,5,5,0.084,61.7647058823529,0.445901639344262
"ALW7103",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","4",4,"young","Bulk",12:17:00,"Hyd Trait",NA,5,0.0032,0.321,0.332,0.347,NA,NA,NA,"yes",0.00149,NA,"FH","Building_FH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.52,12:17:00,24,5,5,5,0.104,69.7986577181208,0.465625
"ALX1030",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","4",5,"young","Bulk",12:17:00,"Hyd Trait",NA,5,0.00283,0.307,0.345,0.308,NA,NA,NA,"yes",0.00127,NA,"FH","Building_FH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.42,12:17:00,24,5,5,5,0.084,66.1417322834646,0.448763250883392
"AMB0961",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","5",1,"young","Bulk",12:21:00,"Hyd Trait",NA,5,0.00392,0.408,0.381,0.356,NA,NA,NA,"yes",0.00182,NA,"FH","Building_FH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.51,12:21:00,22,5,5,5,0.102,56.043956043956,0.464285714285714
"AME2572",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","5",2,"young","Bulk",12:21:00,"Hyd Trait",NA,5,0.00429,0.321,0.483,0.326,NA,NA,NA,"yes",0.00164,NA,"FH","Building_FH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.55,12:21:00,22,5,5,5,0.11,67.0731707317073,0.382284382284382
"AMF8499",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","5",3,"young","Bulk",12:21:00,"Hyd Trait",NA,5,0.00371,0.394,0.413,0.321,NA,NA,NA,"yes",0.00155,NA,"FH","Building_FH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,12:21:00,22,5,5,5,0.092,59.3548387096774,0.417789757412399
"AMG6203",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","5",4,"young","Bulk",12:21:00,"Hyd Trait",NA,5,0.00438,0.404,0.45,0.421,NA,NA,NA,"yes",0.00189,NA,"FH","Building_FH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.51,12:21:00,22,5,5,5,0.102,53.968253968254,0.431506849315068
"AMH1052",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","5",5,"young","Bulk",12:21:00,"Hyd Trait",NA,5,0.0043,0.447,0.407,0.466,NA,NA,NA,"yes",0.00168,NA,"FH","Building_FH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,12:21:00,22,5,5,5,0.098,58.3333333333333,0.390697674418605
"ANM5224",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","6",1,"young","Bulk",12:23:00,"Hyd Trait",NA,5,0.00354,0.475,0.435,0.396,NA,NA,NA,"yes",0.00161,NA,"FH","Building_FH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.52,12:23:00,43,5,5,5,0.104,64.5962732919255,0.454802259887006
"ANN9182",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","6",2,"young","Bulk",12:23:00,"Hyd Trait",NA,4,0.00358,0.352,0.471,0.421,NA,NA,NA,"yes",0.00161,"4 leaves at scanning","FH","Building_FH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",4,0.32,12:23:00,43,4,4,4,0.08,49.6894409937888,0.449720670391062
"ANO4375",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","6",3,"young","Bulk",12:23:00,"Hyd Trait",NA,5,0.00419,0.43,0.45,0.421,NA,NA,NA,"yes",0.00181,NA,"FH","Building_FH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.58,12:23:00,43,5,5,5,0.116,64.0883977900553,0.431980906921241
"ANP3602",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","6",4,"young","Bulk",12:23:00,"Hyd Trait",NA,5,0.00292,0.374,0.384,0.36,NA,NA,NA,"yes",0.00138,NA,"FH","Building_FH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.4,12:23:00,43,5,5,5,0.08,57.9710144927536,0.472602739726027
"ANQ4032",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","6",5,"young","Bulk",12:23:00,"Hyd Trait",NA,5,0.0036,0.328,0.309,0.421,NA,NA,NA,"yes",0.00174,NA,"FH","Building_FH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,12:23:00,43,5,5,5,0.088,50.5747126436782,0.483333333333333
"ANH0178",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","7",1,"young","Bulk",12:26:00,"Hyd Trait",NA,5,0.0068,0.484,0.483,0.467,NA,NA,NA,"yes",0.00323,NA,"FH","Building_FH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.79,12:26:00,33,5,5,5,0.158,48.9164086687307,0.475
"ANI4441",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","7",2,"young","Bulk",12:26:00,"Hyd Trait",NA,5,0.00466,0.476,0.459,0.36,NA,NA,NA,"yes",0.00228,NA,"FH","Building_FH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.61,12:26:00,33,5,5,5,0.122,53.5087719298246,0.489270386266094
"ANJ0271",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","7",3,"young","Bulk",12:26:00,"Hyd Trait",NA,5,0.00477,0.516,0.454,0.392,NA,NA,NA,"yes",0.00225,NA,"FH","Building_FH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.67,12:26:00,33,5,5,5,0.134,59.5555555555556,0.471698113207547
"ANK7018",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","7",4,"young","Bulk",12:26:00,"Hyd Trait",NA,5,0.00596,0.475,0.42,0.461,NA,NA,NA,"yes",0.0029,NA,"FH","Building_FH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.73,12:26:00,33,5,5,5,0.146,50.3448275862069,0.486577181208054
"ANL8059",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","FH","7",5,"young","Bulk",12:26:00,"Hyd Trait",NA,5,0.0046,0.295,0.528,0.455,NA,NA,NA,"yes",0.00204,NA,"FH","Building_FH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.59,12:26:00,33,5,5,5,0.118,57.843137254902,0.443478260869565
"ABW7956",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","1",1,"young","Bulk",10:54:00,"Hyd Trait",NA,5,0.00309,0.475,0.441,0.366,9.22,NA,NA,"yes",0.00115,NA,"TH","Building_TH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.34,10:54:00,14,5,5,5,0.068,59.1304347826087,0.372168284789644
"ABX9479",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","1",2,"young","Bulk",10:54:00,"Hyd Trait",NA,5,0.00292,0.487,0.333,0.578,9.22,NA,NA,"yes",0.00116,"4 leaves at dry weight; 4 leaves at data entry","TH","Building_TH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.35,10:54:00,14,5,5,4,0.07,60.3448275862069,0.397260273972603
"ABY1693",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","1",3,"young","Bulk",10:54:00,"Hyd Trait",NA,5,0.00191,0.361,0.37,0.424,9.22,NA,NA,"yes",0.00071,"4 leaves at scanning; 4 leaves at data entry","TH","Building_TH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.23,10:54:00,14,5,5,5,0.046,64.7887323943662,0.371727748691099
"ABZ2899",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","1",4,"young","Bulk",10:54:00,"Hyd Trait",NA,5,0.00309,0.407,0.581,0.438,9.22,NA,NA,"yes",0.00125,NA,"TH","Building_TH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.33,10:54:00,14,5,5,5,0.066,52.8,0.40453074433657
"ACA3144",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","1",5,"young","Bulk",10:54:00,"Hyd Trait",NA,5,0.00346,0.447,0.427,0.524,9.22,NA,NA,"yes",0.00125,NA,"TH","Building_TH_1",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.35,10:54:00,14,5,5,5,0.07,56,0.361271676300578
